UNITID,MajorFieldsID,MajorFieldsDesc,GrandTotal,TotalMen,TotalWomen,AmericanIndianAlaskaNativeTotal,AmericanIndianAlaskaNativeMen,AmericanIndianAlaskaNativeWomen,AsianTotal,AsianMen,AsianWomen,AfricanAmericanTotal,AfricanAmericanMen,AfricanAmericanWomen,HispanicTotal,HispanicMen,HispanicWomen,PacificIslanderTotal,PacificIslanderMen,PacificIslanderWomen,WhiteTotal,WhiteMen,WhiteWomen,TwoOrMoreRacesTotal,TwoOrMoreRacesMen,TwoOrMoreRacesWomen,RaceUnknownTotal,RaceUnknownMen,RaceUnknownWomen,NonresidentAlienTotal,NonresidentAlienMen,NonresidentAlienWomen
228705,52,Business Management and Administrative Services,519,315,204,1,0,1,3,3,0,52,41,11,326,179,147,3,2,1,98,63,35,2,1,1,3,3,0,31,23,8
228723,13,Education,7,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0
228723,14,Engineering,11181,8566,2615,24,21,3,1074,812,262,241,172,69,2508,1902,606,11,8,3,6617,5121,1496,355,249,106,24,16,8,327,265,62
228723,26,Biological Sciences/LifeSciences,4586,1530,3056,11,3,8,556,211,345,208,65,143,1178,391,787,7,0,7,2434,796,1638,164,51,113,7,5,2,21,8,13
228723,27,Mathematics,571,326,245,0,0,0,57,47,10,16,10,6,155,96,59,0,0,0,300,147,153,16,8,8,4,3,1,23,15,8
228723,40,Physical Sciences,1092,697,395,5,4,1,63,43,20,36,20,16,275,176,99,0,0,0,636,409,227,32,17,15,4,4,0,41,24,17
228723,52,Business Management and Administrative Services,6605,3441,3164,14,7,7,349,179,170,166,86,80,1144,565,579,6,3,3,4690,2472,2218,181,104,77,12,7,5,43,18,25
228769,13,Education,299,39,260,0,0,0,20,2,18,33,4,29,132,16,116,0,0,0,93,13,80,10,2,8,10,1,9,1,1,0
228769,14,Engineering,3303,2679,624,6,6,0,428,343,85,267,210,57,848,690,158,7,3,4,1121,939,182,124,99,25,125,103,22,377,286,91
228769,26,Biological Sciences/LifeSciences,1818,751,1067,2,2,0,530,239,291,243,89,154,403,144,259,3,0,3,449,198,251,72,33,39,52,19,33,64,27,37
228769,27,Mathematics,232,132,100,2,1,1,28,17,11,22,13,9,59,30,29,1,0,1,88,52,36,5,3,2,7,4,3,20,12,8
228769,40,Physical Sciences,465,306,159,1,0,1,41,24,17,27,17,10,116,73,43,1,1,0,222,154,68,22,11,11,10,9,1,25,17,8
228769,52,Business Management and Administrative Services,4343,2502,1841,9,7,2,650,392,258,533,278,255,1350,711,639,5,2,3,1311,835,476,114,70,44,138,76,62,233,131,102
228778,13,Education,49,30,19,0,0,0,2,0,2,21,17,4,2,1,1,1,1,0,15,8,7,4,2,2,0,0,0,4,1,3
228778,14,Engineering,5902,4277,1625,4,3,1,1837,1331,506,121,76,45,909,643,266,6,4,2,2365,1719,646,214,143,71,70,53,17,376,305,71
228778,26,Biological Sciences/LifeSciences,4774,1876,2898,2,1,1,1517,625,892,253,89,164,1120,414,706,10,5,5,1485,593,892,168,62,106,48,22,26,171,65,106
228778,27,Mathematics,951,566,385,0,0,0,223,133,90,39,19,20,221,138,83,1,0,1,340,202,138,33,14,19,5,5,0,89,55,34
228778,40,Physical Sciences,1393,884,509,1,0,1,250,148,102,33,13,20,329,211,118,3,2,1,614,410,204,55,33,22,19,13,6,89,54,35
228778,52,Business Management and Administrative Services,4510,2424,2086,5,4,1,1278,655,623,124,57,67,697,364,333,5,3,2,1953,1128,825,108,53,55,55,25,30,285,135,150
228787,14,Engineering,2864,2308,556,4,4,0,756,598,158,178,145,33,562,449,113,9,6,3,1030,851,179,118,87,31,57,41,16,150,127,23
228787,26,Biological Sciences/LifeSciences,2892,1227,1665,5,0,5,1309,552,757,187,74,113,421,189,232,9,3,6,670,296,374,134,52,82,77,32,45,80,29,51
228787,27,Mathematics,222,139,83,1,1,0,48,30,18,10,5,5,42,21,21,0,0,0,103,70,33,8,6,2,6,5,1,4,1,3
228787,40,Physical Sciences,388,238,150,2,0,2,72,41,31,9,4,5,70,39,31,2,1,1,194,131,63,19,12,7,7,4,3,13,6,7
228787,52,Business Management and Administrative Services,3508,2006,1502,5,2,3,1038,565,473,194,96,98,724,380,344,7,4,3,1175,760,415,121,74,47,75,32,43,169,93,76
228796,13,Education,637,101,536,2,1,1,3,0,3,4,2,2,564,87,477,0,0,0,41,9,32,1,0,1,3,1,2,19,1,18
228796,14,Engineering,2963,2330,633,1,1,0,20,16,4,36,29,7,2372,1849,523,4,4,0,146,117,29,8,6,2,16,11,5,360,297,63
228796,26,Biological Sciences/LifeSciences,1804,698,1106,2,0,2,41,13,28,38,11,27,1561,604,957,3,2,1,85,37,48,16,8,8,13,9,4,45,14,31
228796,27,Mathematics,204,100,104,0,0,0,1,0,1,1,0,1,172,81,91,0,0,0,18,13,5,1,1,0,4,2,2,7,3,4
228796,40,Physical Sciences,342,197,145,0,0,0,8,3,5,5,3,2,274,160,114,0,0,0,25,13,12,4,2,2,2,2,0,24,14,10
228796,52,Business Management and Administrative Services,2997,1649,1348,7,5,2,21,9,12,74,53,21,2420,1306,1114,5,4,1,177,125,52,22,15,7,24,11,13,247,121,126
228802,14,Engineering,826,699,127,2,2,0,64,50,14,63,49,14,215,185,30,1,1,0,380,331,49,31,24,7,12,10,2,58,47,11
228802,26,Biological Sciences/LifeSciences,311,134,177,0,0,0,21,11,10,29,14,15,84,34,50,0,0,0,152,65,87,15,6,9,4,2,2,6,2,4
228802,27,Mathematics,47,21,26,0,0,0,0,0,0,2,1,1,7,2,5,0,0,0,34,17,17,2,1,1,1,0,1,1,0,1
228802,40,Physical Sciences,116,56,60,0,0,0,6,2,4,11,6,5,15,9,6,0,0,0,72,34,38,9,4,5,1,0,1,2,1,1
228802,52,Business Management and Administrative Services,1017,579,438,5,3,2,23,10,13,81,36,45,173,95,78,2,0,2,631,373,258,69,40,29,12,9,3,21,13,8
228875,13,Education,389,66,323,5,0,5,7,2,5,16,3,13,58,17,41,1,1,0,289,40,249,3,1,2,3,1,2,7,1,6
228875,14,Engineering,261,193,68,4,3,1,10,8,2,15,11,4,42,31,11,0,0,0,159,120,39,0,0,0,3,2,1,28,18,10
228875,26,Biological Sciences/LifeSciences,610,213,397,5,3,2,56,22,34,31,10,21,92,31,61,2,1,1,388,132,256,4,2,2,9,4,5,23,8,15
228875,27,Mathematics,46,26,20,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,34,15,19,0,0,0,1,1,0,6,5,1
228875,40,Physical Sciences,145,94,51,1,0,1,8,3,5,5,1,4,10,6,4,0,0,0,111,77,34,0,0,0,2,2,0,8,5,3
228875,52,Business Management and Administrative Services,2355,1257,1098,14,6,8,58,22,36,62,34,28,213,104,109,3,0,3,1841,1004,837,5,3,2,29,15,14,130,69,61
228884,13,Education,60,42,18,0,0,0,0,0,0,55,39,16,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0
228884,26,Biological Sciences/LifeSciences,49,19,30,0,0,0,0,0,0,39,14,25,4,2,2,0,0,0,0,0,0,3,2,1,0,0,0,3,1,2
228884,27,Mathematics,13,8,5,0,0,0,1,1,0,7,5,2,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
228884,52,Business Management and Administrative Services,144,89,55,1,0,1,0,0,0,131,78,53,6,5,1,0,0,0,2,2,0,2,2,0,0,0,0,2,2,0
228981,13,Education,115,41,74,0,0,0,0,0,0,10,6,4,33,15,18,0,0,0,70,20,50,0,0,0,2,0,2,0,0,0
228981,26,Biological Sciences/LifeSciences,68,27,41,0,0,0,1,0,1,7,4,3,22,13,9,0,0,0,34,8,26,3,1,2,1,1,0,0,0,0
228981,27,Mathematics,20,11,9,0,0,0,0,0,0,2,1,1,6,3,3,0,0,0,11,6,5,0,0,0,1,1,0,0,0,0
228981,40,Physical Sciences,45,20,25,0,0,0,0,0,0,4,2,2,13,6,7,0,0,0,25,11,14,0,0,0,3,1,2,0,0,0
228981,52,Business Management and Administrative Services,263,172,91,1,0,1,0,0,0,26,23,3,57,38,19,0,0,0,167,105,62,2,0,2,7,5,2,3,1,2
229018,14,Engineering,509,426,83,4,4,0,19,17,2,29,24,5,271,217,54,2,1,1,137,125,12,7,5,2,16,13,3,24,20,4
229018,26,Biological Sciences/LifeSciences,197,62,135,1,0,1,9,3,6,8,3,5,126,37,89,1,1,0,44,14,30,2,0,2,2,2,0,4,2,2
229018,27,Mathematics,41,9,32,1,0,1,0,0,0,2,0,2,26,6,20,1,0,1,11,3,8,0,0,0,0,0,0,0,0,0
229018,40,Physical Sciences,97,59,38,0,0,0,2,2,0,8,4,4,50,28,22,0,0,0,32,22,10,0,0,0,2,2,0,3,1,2
229018,52,Business Management and Administrative Services,774,376,398,6,4,2,10,6,4,35,19,16,392,173,219,2,0,2,294,151,143,5,3,2,9,6,3,21,14,7
229027,13,Education,1144,117,1027,0,0,0,23,2,21,70,4,66,702,72,630,2,1,1,311,32,279,25,4,21,4,1,3,7,1,6
229027,14,Engineering,2763,2251,512,8,4,4,188,145,43,202,160,42,1376,1120,256,4,2,2,696,584,112,76,64,12,27,22,5,186,150,36
229027,26,Biological Sciences/LifeSciences,1995,792,1203,0,0,0,258,98,160,175,45,130,1015,409,606,8,4,4,410,176,234,68,29,39,28,13,15,33,18,15
229027,27,Mathematics,291,173,118,0,0,0,11,5,6,20,10,10,154,86,68,0,0,0,90,63,27,12,7,5,1,1,0,3,1,2
229027,40,Physical Sciences,482,307,175,1,1,0,26,11,15,31,14,17,243,150,93,1,0,1,146,110,36,17,9,8,6,5,1,11,7,4
229027,52,Business Management and Administrative Services,4391,2442,1949,5,3,2,244,110,134,372,190,182,2280,1252,1028,9,5,4,1167,698,469,124,64,60,29,18,11,161,102,59
229063,14,Engineering,184,146,38,2,1,1,7,4,3,96,73,23,29,23,6,0,0,0,14,10,4,0,0,0,1,1,0,35,34,1
229063,26,Biological Sciences/LifeSciences,660,164,496,7,3,4,26,7,19,531,131,400,50,13,37,1,0,1,27,3,24,0,0,0,3,1,2,15,6,9
229063,27,Mathematics,38,17,21,0,0,0,0,0,0,28,13,15,5,0,5,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1
229063,40,Physical Sciences,103,38,65,1,0,1,6,1,5,83,29,54,4,2,2,0,0,0,2,2,0,0,0,0,0,0,0,7,4,3
229063,52,Business Management and Administrative Services,1329,700,629,8,4,4,19,10,9,995,458,537,55,22,33,2,1,1,25,15,10,0,0,0,5,2,3,220,188,32
229115,14,Engineering,4548,3750,798,14,12,2,155,126,29,252,197,55,955,783,172,6,5,1,2444,2057,387,84,66,18,25,21,4,613,483,130
229115,26,Biological Sciences/LifeSciences,1610,718,892,3,0,3,125,55,70,148,68,80,497,210,287,2,0,2,694,313,381,64,28,36,7,5,2,70,39,31
229115,27,Mathematics,319,199,120,0,0,0,11,10,1,29,21,8,85,51,34,1,1,0,158,89,69,6,4,2,0,0,0,29,23,6
229115,40,Physical Sciences,624,445,179,4,4,0,24,15,9,38,24,14,156,105,51,4,3,1,312,232,80,19,14,5,4,3,1,63,45,18
229115,52,Business Management and Administrative Services,2846,1681,1165,6,1,5,50,26,24,101,59,42,519,300,219,0,0,0,2021,1211,810,59,34,25,16,9,7,74,41,33
229160,13,Education,82,8,74,1,0,1,1,0,1,4,1,3,47,3,44,0,0,0,22,4,18,4,0,4,2,0,2,1,0,1
229160,26,Biological Sciences/LifeSciences,81,42,39,0,0,0,2,1,1,8,4,4,24,12,12,0,0,0,16,7,9,6,4,2,1,1,0,24,13,11
229160,40,Physical Sciences,10,4,6,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,3,1,2,0,0,0,0,0,0,4,3,1
229160,52,Business Management and Administrative Services,355,213,142,4,2,2,6,2,4,42,20,22,95,48,47,0,0,0,86,45,41,10,5,5,2,2,0,110,89,21
229179,26,Biological Sciences/LifeSciences,525,70,455,7,2,5,81,13,68,120,8,112,187,33,154,3,0,3,116,13,103,0,0,0,5,1,4,6,0,6
229179,27,Mathematics,105,21,84,1,0,1,7,3,4,15,1,14,32,9,23,1,1,0,47,7,40,0,0,0,0,0,0,2,0,2
229179,40,Physical Sciences,40,3,37,0,0,0,5,0,5,11,0,11,11,2,9,0,0,0,11,0,11,0,0,0,0,0,0,2,1,1
229179,52,Business Management and Administrative Services,902,90,812,9,2,7,50,8,42,249,12,237,252,29,223,6,1,5,325,38,287,0,0,0,6,0,6,5,0,5
229267,13,Education,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
229267,14,Engineering,69,51,18,0,0,0,6,4,2,0,0,0,8,7,1,0,0,0,43,30,13,1,1,0,0,0,0,11,9,2
229267,26,Biological Sciences/LifeSciences,112,38,74,0,0,0,10,4,6,5,2,3,26,10,16,0,0,0,58,15,43,6,4,2,3,1,2,4,2,2
229267,27,Mathematics,36,22,14,0,0,0,2,1,1,0,0,0,11,7,4,0,0,0,16,10,6,4,4,0,0,0,0,3,0,3
229267,40,Physical Sciences,56,34,22,0,0,0,3,2,1,5,3,2,11,5,6,0,0,0,29,20,9,3,3,0,2,0,2,3,1,2
229267,52,Business Management and Administrative Services,151,96,55,1,1,0,10,4,6,10,9,1,24,14,10,0,0,0,72,46,26,8,6,2,5,2,3,21,14,7
229355,13,Education,325,36,289,2,0,2,3,1,2,58,10,48,54,3,51,0,0,0,199,21,178,6,1,5,2,0,2,1,0,1
229355,14,Engineering,287,265,22,0,0,0,7,6,1,45,41,4,76,73,3,0,0,0,141,131,10,7,6,1,3,2,1,8,6,2
229355,26,Biological Sciences/LifeSciences,371,156,215,3,2,1,7,4,3,98,34,64,92,44,48,0,0,0,151,65,86,13,3,10,4,2,2,3,2,1
229355,27,Mathematics,48,25,23,0,0,0,0,0,0,4,1,3,5,3,2,0,0,0,36,20,16,1,0,1,1,0,1,1,1,0
229355,40,Physical Sciences,60,38,22,0,0,0,2,2,0,8,4,4,6,4,2,0,0,0,38,26,12,3,2,1,2,0,2,1,0,1
229355,52,Business Management and Administrative Services,907,524,383,5,5,0,15,12,3,230,127,103,152,80,72,2,2,0,448,264,184,28,18,10,19,13,6,8,3,5
229780,13,Education,280,71,209,4,3,1,5,1,4,28,10,18,104,27,77,0,0,0,118,24,94,10,3,7,11,3,8,0,0,0
229780,26,Biological Sciences/LifeSciences,73,24,49,1,1,0,0,0,0,12,4,8,22,7,15,1,0,1,30,9,21,2,0,2,4,3,1,1,0,1
229780,27,Mathematics,35,33,2,0,0,0,0,0,0,9,9,0,5,5,0,0,0,0,16,15,1,4,3,1,0,0,0,1,1,0
229780,40,Physical Sciences,16,12,4,0,0,0,0,0,0,4,4,0,3,2,1,0,0,0,8,6,2,0,0,0,1,0,1,0,0,0
229780,52,Business Management and Administrative Services,1131,629,502,11,8,3,25,9,16,208,108,100,283,133,150,21,17,4,483,295,188,36,19,17,37,19,18,27,21,6
229814,13,Education,555,46,509,2,0,2,3,1,2,11,3,8,171,11,160,1,0,1,357,31,326,7,0,7,3,0,3,0,0,0
229814,14,Engineering,433,362,71,2,2,0,12,9,3,17,17,0,127,109,18,1,1,0,240,195,45,6,6,0,9,8,1,19,15,4
229814,26,Biological Sciences/LifeSciences,475,183,292,0,0,0,19,5,14,18,9,9,150,59,91,0,0,0,265,101,164,10,4,6,8,3,5,5,2,3
229814,27,Mathematics,58,25,33,0,0,0,0,0,0,0,0,0,18,7,11,0,0,0,35,16,19,2,1,1,1,0,1,2,1,1
229814,40,Physical Sciences,121,61,60,2,2,0,3,2,1,3,1,2,37,20,17,2,1,1,54,26,28,5,2,3,5,2,3,10,5,5
229814,52,Business Management and Administrative Services,1239,699,540,8,5,3,21,8,13,77,50,27,310,167,143,2,1,1,735,416,319,23,12,11,21,10,11,42,30,12
229887,13,Education,137,74,63,0,0,0,0,0,0,107,52,55,7,7,0,0,0,0,5,3,2,0,0,0,0,0,0,18,12,6
229887,26,Biological Sciences/LifeSciences,118,32,86,0,0,0,0,0,0,92,23,69,9,3,6,0,0,0,1,1,0,0,0,0,0,0,0,16,5,11
229887,27,Mathematics,12,6,6,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
229887,40,Physical Sciences,15,8,7,0,0,0,0,0,0,10,4,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
229887,52,Business Management and Administrative Services,360,170,190,0,0,0,2,2,0,271,120,151,28,20,8,0,0,0,8,3,5,0,0,0,0,0,0,51,25,26
230038,13,Education,2114,255,1859,3,0,3,26,4,22,2,1,1,103,20,83,13,3,10,1864,216,1648,65,7,58,10,2,8,28,2,26
230038,14,Engineering,3119,2671,448,9,8,1,54,39,15,12,12,0,163,135,28,14,11,3,2622,2267,355,101,84,17,39,32,7,105,83,22
230038,26,Biological Sciences/LifeSciences,3706,2363,1343,9,6,3,93,49,44,19,10,9,240,141,99,22,11,11,3020,1974,1046,165,89,76,48,30,18,90,53,37
230038,27,Mathematics,693,480,213,2,2,0,16,11,5,2,2,0,33,22,11,2,1,1,584,411,173,16,8,8,5,5,0,33,18,15
230038,40,Physical Sciences,525,380,145,0,0,0,8,6,2,1,1,0,25,19,6,3,2,1,451,322,129,19,14,5,8,7,1,10,9,1
230038,52,Business Management and Administrative Services,3847,2844,1003,15,13,2,78,50,28,9,5,4,208,140,68,25,20,5,3115,2354,761,150,103,47,39,33,6,208,126,82
230047,13,Education,285,55,230,1,0,1,8,1,7,2,1,1,14,2,12,39,5,34,76,9,67,24,6,18,3,0,3,118,31,87
230047,26,Biological Sciences/LifeSciences,252,91,161,1,0,1,9,5,4,1,1,0,23,9,14,17,6,11,106,32,74,28,8,20,1,1,0,66,29,37
230047,27,Mathematics,24,20,4,0,0,0,0,0,0,0,0,0,2,2,0,4,4,0,5,3,2,3,3,0,0,0,0,10,8,2
230047,52,Business Management and Administrative Services,685,390,295,4,3,1,22,12,10,1,1,0,24,16,8,48,24,24,198,128,70,40,21,19,2,1,1,346,184,162
230056,52,Business Management and Administrative Services,26,5,21,0,0,0,0,0,0,1,1,0,4,0,4,2,0,2,19,4,15,0,0,0,0,0,0,0,0,0
230171,13,Education,435,95,340,1,0,1,1,0,1,3,1,2,45,8,37,1,0,1,365,80,285,15,6,9,2,0,2,2,0,2
230171,14,Engineering,119,97,22,3,3,0,0,0,0,3,3,0,19,14,5,4,4,0,86,71,15,1,1,0,3,1,2,0,0,0
230171,26,Biological Sciences/LifeSciences,458,250,208,11,1,10,3,1,2,10,6,4,57,29,28,2,2,0,341,191,150,15,9,6,8,4,4,11,7,4
230171,27,Mathematics,29,22,7,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,24,18,6,1,1,0,1,1,0,0,0,0
230171,40,Physical Sciences,43,28,15,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,32,21,11,1,0,1,2,1,1,3,1,2
230171,52,Business Management and Administrative Services,1069,726,343,8,5,3,12,10,2,43,37,6,124,79,45,12,7,5,782,532,250,46,30,16,9,8,1,33,18,15
230366,52,Business Management and Administrative Services,39,15,24,0,0,0,3,0,3,3,1,2,6,1,5,0,0,0,18,6,12,2,0,2,7,7,0,0,0,0
230597,13,Education,17,2,15,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,15,1,14,0,0,0,0,0,0,0,0,0
230597,14,Engineering,49,41,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,46,38,8,0,0,0,1,1,0,1,1,0
230597,26,Biological Sciences/LifeSciences,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,0,0,0,0,0,0,1,1,0
230597,27,Mathematics,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
230597,40,Physical Sciences,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0
230597,52,Business Management and Administrative Services,42,24,18,1,1,0,0,0,0,2,2,0,3,1,2,2,1,1,26,11,15,5,5,0,0,0,0,3,3,0
230603,13,Education,675,166,509,7,3,4,2,0,2,8,7,1,23,5,18,8,5,3,575,127,448,3,0,3,41,15,26,8,4,4
230603,14,Engineering,126,110,16,1,1,0,3,2,1,1,1,0,8,5,3,1,1,0,91,82,9,2,2,0,10,8,2,9,8,1
230603,26,Biological Sciences/LifeSciences,500,244,256,11,4,7,11,4,7,12,5,7,38,16,22,5,3,2,373,189,184,4,2,2,24,11,13,22,10,12
230603,27,Mathematics,45,30,15,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,37,26,11,1,0,1,2,1,1,2,2,0
230603,40,Physical Sciences,200,130,70,6,3,3,3,2,1,0,0,0,12,8,4,0,0,0,155,99,56,2,2,0,17,12,5,5,4,1
230603,52,Business Management and Administrative Services,735,469,266,14,6,8,10,5,5,14,11,3,32,20,12,13,5,8,462,291,171,2,1,1,39,26,13,149,104,45
230621,52,Business Management and Administrative Services,46,14,32,1,0,1,0,0,0,2,1,1,4,1,3,0,0,0,32,8,24,2,1,1,5,3,2,0,0,0
230630,52,Business Management and Administrative Services,39,22,17,1,1,0,0,0,0,1,0,1,7,3,4,0,0,0,24,14,10,2,2,0,4,2,2,0,0,0
230728,13,Education,2577,662,1915,29,7,22,15,5,10,15,5,10,117,30,87,16,6,10,2266,556,1710,44,16,28,41,18,23,34,19,15
230728,14,Engineering,2077,1774,303,7,5,2,26,19,7,4,4,0,90,65,25,4,3,1,1854,1603,251,43,33,10,27,23,4,22,19,3
230728,26,Biological Sciences/LifeSciences,1155,645,510,13,6,7,16,7,9,6,3,3,63,29,34,3,1,2,998,571,427,33,15,18,15,10,5,8,3,5
230728,27,Mathematics,163,102,61,1,0,1,2,2,0,1,1,0,7,5,2,0,0,0,144,91,53,3,1,2,3,1,2,2,1,1
230728,40,Physical Sciences,278,210,68,4,3,1,2,2,0,2,2,0,12,11,1,1,0,1,236,178,58,7,5,2,8,6,2,6,3,3
230728,52,Business Management and Administrative Services,1639,1017,622,17,5,12,15,7,8,7,5,2,73,39,34,4,4,0,1449,924,525,30,15,15,19,5,14,25,13,12
230737,13,Education,2019,428,1591,13,4,9,8,1,7,8,4,4,165,38,127,10,3,7,1723,358,1365,40,9,31,40,11,29,12,0,12
230737,14,Engineering,843,779,64,10,10,0,7,6,1,7,7,0,94,84,10,5,5,0,649,601,48,16,13,3,15,15,0,40,38,2
230737,26,Biological Sciences/LifeSciences,1016,664,352,14,6,8,12,5,7,2,1,1,114,59,55,4,3,1,785,537,248,39,21,18,33,24,9,13,8,5
230737,27,Mathematics,119,86,33,1,1,0,1,1,0,0,0,0,7,4,3,1,1,0,98,71,27,5,4,1,4,3,1,2,1,1
230737,40,Physical Sciences,416,300,116,3,2,1,5,2,3,4,3,1,44,26,18,1,1,0,332,247,85,14,10,4,9,6,3,4,3,1
230737,52,Business Management and Administrative Services,4903,3589,1314,35,18,17,72,46,26,46,33,13,535,360,175,44,26,18,3751,2793,958,129,88,41,85,62,23,206,163,43
230764,13,Education,327,43,284,2,0,2,8,2,6,1,1,0,54,8,46,1,0,1,247,28,219,13,4,9,1,0,1,0,0,0
230764,14,Engineering,3099,2465,634,10,6,4,224,156,68,23,20,3,282,219,63,4,3,1,2134,1738,396,145,99,46,23,18,5,254,206,48
230764,26,Biological Sciences/LifeSciences,1129,520,609,8,3,5,112,50,62,19,9,10,128,45,83,1,0,1,727,360,367,77,31,46,10,4,6,47,18,29
230764,27,Mathematics,315,188,127,3,0,3,28,17,11,1,0,1,32,19,13,0,0,0,201,118,83,15,9,6,4,3,1,31,22,9
230764,40,Physical Sciences,765,476,289,2,0,2,57,33,24,8,5,3,74,40,34,0,0,0,545,352,193,34,21,13,6,4,2,39,21,18
230764,52,Business Management and Administrative Services,3292,2234,1058,8,3,5,192,103,89,39,25,14,385,243,142,16,10,6,2227,1581,646,153,92,61,22,17,5,250,160,90
230782,13,Education,1074,259,815,8,2,6,7,3,4,5,1,4,98,23,75,4,0,4,882,210,672,25,7,18,43,12,31,2,1,1
230782,14,Engineering,405,354,51,1,0,1,11,8,3,6,6,0,43,37,6,3,3,0,307,267,40,7,7,0,21,20,1,6,6,0
230782,26,Biological Sciences/LifeSciences,711,308,403,0,0,0,11,2,9,12,9,3,102,26,76,1,1,0,524,240,284,18,7,11,30,14,16,13,9,4
230782,27,Mathematics,59,40,19,0,0,0,1,1,0,2,2,0,7,6,1,1,1,0,46,28,18,1,1,0,1,1,0,0,0,0
230782,40,Physical Sciences,312,209,103,0,0,0,8,4,4,6,4,2,31,18,13,3,2,1,239,166,73,8,4,4,12,8,4,5,3,2
230782,52,Business Management and Administrative Services,2203,1462,741,10,8,2,53,23,30,56,41,15,242,154,88,13,8,5,1582,1063,519,51,30,21,130,90,40,66,45,21
230807,13,Education,60,3,57,2,0,2,0,0,0,0,0,0,4,1,3,0,0,0,53,2,51,0,0,0,1,0,1,0,0,0
230807,26,Biological Sciences/LifeSciences,115,44,71,0,0,0,4,1,3,2,2,0,9,4,5,1,0,1,90,33,57,7,3,4,0,0,0,2,1,1
230807,27,Mathematics,37,17,20,0,0,0,0,0,0,2,1,1,2,2,0,1,0,1,26,12,14,2,1,1,0,0,0,4,1,3
230807,40,Physical Sciences,121,56,65,1,0,1,4,1,3,1,0,1,7,4,3,0,0,0,91,42,49,5,2,3,4,2,2,8,5,3
230807,52,Business Management and Administrative Services,305,193,112,3,1,2,9,6,3,7,6,1,24,13,11,1,1,0,206,135,71,11,7,4,12,9,3,32,15,17
230816,13,Education,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,1,0,1
230816,26,Biological Sciences/LifeSciences,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,10,0,0,0,0,0,0,0,0,0
230816,27,Mathematics,7,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,4,1
230816,40,Physical Sciences,18,8,10,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,14,7,7,0,0,0,2,1,1,0,0,0
230834,13,Education,72,42,30,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,61,36,25,2,1,1,6,3,3,1,1,0
230834,26,Biological Sciences/LifeSciences,76,31,45,0,0,0,3,1,2,0,0,0,4,2,2,0,0,0,65,26,39,1,0,1,0,0,0,3,2,1
230834,27,Mathematics,33,20,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,16,12,1,1,0,3,2,1,0,0,0
230834,40,Physical Sciences,16,9,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,6,6,2,1,1,1,1,0,0,0,0
230834,52,Business Management and Administrative Services,340,246,94,1,1,0,2,1,1,12,10,2,9,7,2,0,0,0,273,192,81,6,5,1,19,16,3,18,14,4
230852,13,Education,99,20,79,1,1,0,2,0,2,1,0,1,10,1,9,0,0,0,72,15,57,1,0,1,11,3,8,1,0,1
230852,52,Business Management and Administrative Services,878,421,457,2,1,1,22,11,11,79,25,54,80,41,39,3,0,3,559,273,286,21,7,14,109,61,48,3,2,1
230889,13,Education,23,3,20,1,0,1,3,0,3,0,0,0,2,0,2,0,0,0,11,1,10,1,1,0,5,1,4,0,0,0
230898,13,Education,26,1,25,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,15,1,14,1,0,1,5,0,5,1,0,1
230898,26,Biological Sciences/LifeSciences,34,14,20,0,0,0,1,0,1,7,6,1,0,0,0,0,0,0,16,4,12,0,0,0,10,4,6,0,0,0
230898,52,Business Management and Administrative Services,82,58,24,1,1,0,1,1,0,2,1,1,1,0,1,0,0,0,43,30,13,4,3,1,25,18,7,5,4,1
